Descripcion,Codigo
TABIQUE DOBLE PLACA UNIBLOCK P7 e=0.20m - KINGBLOCK P19,ALB
TABIQUE DE PLACA UNIBLOCK P12 CORTAFUEGO 2H - KINGBLOCK P12 CORTAFUEGO,ALB
TABIQUE DE PLACA UNIBLOCK P14 CORTAFUEGO 2H - KINGBLOCK P14 CORTAFUEGO,ALB
TABIQUE DE PLACA UNIBLOCK P7 (TERRAZAS Y PATIOS DPTO.) - KINGBLOCK P9,ALB
TABIQUE DE PLACA UNIBLOCK P10 (TERRAZAS Y PATIOS DPTO.) - KINGBLOCK P9,ALB
TABIQUE DE PLACA UNIBLOCK P14 (TERRAZAS Y PATIOS DPTO.) - KINGBLOCK P14,ALB
PARAPETO H=0.50m e=0.10m (Techo),ALB
PARAPETO H=0.80m e=0.10m (Techo),ALB
PARAPETO H=1.10m e=0.10m (Techo),ALB
PARAPETO KINGBLOCK P9 DE HALL ASCENSORES H=1.20m,ALB
PARAPETO KINGBLOCK P14 DE HALL ASCENSORES H=1.20m (murete medidores),ALB
SARDINEL DE CONCRETO H=50cm EN JARDINERA 1ER PISO,ALB
SOLAQUEO DE MUROS EXTERIOR (FACHADA PRINCIPAL),REVO
SOLAQUEO DE MUROS EXTERIOR (FACHADAS INTERIORES),REVO
"SOLAQUEO DE MUROS DE ALBAÑILERIA EN EDIFICIO (SALA, COMEDOR, DORMITORIOS)",REVO
"SOLAQUEO DE MUROS DE ALBAÑILERIA EN EDIFICIO (SSHH, COCINAS, KITCHENETTE, CLOSET DE LAVANDERIAS Y LAVANDERIA)",REVO
SOLAQUEO DE PLACAS Y COLUMNAS EN EDIFICIO,REVO
SOLAQUEO DE MUROS DE ALBAÑILERIA EN HALL DE ASCENSORES Y PASADIZOS,REVO
SOLAQUEO DE TABIQUERIA DE ESCALERA ,REVO
SOLAQUEO DE TABIQUERIA DE VESTIBULO PREVIO,REVO
SOLAQUEO DE CAJA DE ASCENSOR ,REVO
SOLAQUEO DE MUROS DE ALBAÑILERIA EN CUARTOS TECNICOS,REVO
LIMPIEZA DE DUCTOS,REVO
SOLAQUEO DE MUROS DEL PISO 1 AREAS COMUNES,REVO
SOLAQUEO DE PARAPETOS EN AZOTEA,REVO
DERRAME DE VANOS,REVO
ALQUILER DE ANDAMIO PARA SOLAQUEO DE FACHADA ,REVO
ALQUILER DE ANDAMIO COLGANTE PARA PINTURA DE FACHADA,REVO
SOLAQUEADO DE CIELORRASO EN TORRE - DEPARTAMENTOS ,REVO
SOLAQUEADO DE CIELORRASO EN BALCONES,REVO
SOLAQUEADO DE CIELORRASO EN TORRE - HALL DE ASCENSORES,REVO
NIVELACION DE PISOS PARA RECIBIR ACABADO FINAL,PP
PISO DE CEMENTO PULIDO EN VESTIBULO PREVIO Y CTO DE INSTALACIONES,PP
ACABADO DE CEMENTO SEMIPULIDO BRUÑADO EN RAMPAS PEATONALES,PP
ACABADO DE CEMENTO PULIDO EN VEREDAS,PP
PISO ADOQUINADO EN EXTERIORES DE BLOQUES,PP
"PISO LAMINADO MUSON LINEA FIX; 7mm AC3 MEDIDAS 7x197x1205mm FLOORPAN - SALA, COMEDOR, DORMITORIOS",PP
"PISO LAMINADO MUSON LINEA FIX; 7mm AC3 MEDIDAS 7x197x1205mm FLOORPAN - SALA, COMEDOR, DORMITORIOS",PP
"PISO CERAMICO PALERMO GALA 46X46cm CALISTO GRIS 45x45cm, SAN LORENZO - COCINAS Y LAVANDERIA",PP
"PISO CERAMICO IMPALA GALA  46X46cm CALI BEIGE 45x45cm, SAN LORENZO CEMENTO PLUS PERLA 45x45cm CASSINELLI - SSHH DEPARTENTOS",PP
"PISO CERAMICO COTO PLATA GALA 46x46cm CALISTO GRIS 45x45cm, SAN LORENZO - TERRAZAS DPTO Y BALCONES",PP
PISO CERAMICO OXFORD PLATA 60x60cm SAN LORENZO - HALL ASCENSORES 1ER PISO A 9NO PISO,PP
"PISO CERAMICO CELIMA AMERICA BLANCO 45x45cm, CASSINELLI - CUARTOS DE BASURA",PP
ZOCALO CERAMICO BLANCO BRILLANTE 27x45cm SAN LORENZO - COCINAS,ZC
"ZOCALO CERAMICO IMPALA GALA 46x46cm CALI BEIGE 45x45cm, SAN LORENZO CEMENTO PLUS PERLA 45x45cm CASSINELLI - SSHH PRINCIPAL Y SECUNDARIO",ZC
ZOCALO CERAMICO BLANCO BRILLANTE 27x45cm SAN LORENZO - LAVANDERIA DPTOS,ZC
"ZOCALO CERAMICO CELIMA AMERICA BLANCO 45x45cm, CASSINELLI H=1.50m - CUARTOS DE BASURA",ZC
CONTRAZOCALO CEMENTO PULIDO H=0.10 M - VESTIBULO PREVIO Y CTO INSTALACIONES,ZC
"CONTRAZOCALO CERAMICO IMPALA GALA 46x46cm CALI BEIGE 45x45cm, SAN LORENZO CEMENTO PLUS PERLA 45x45cm H=10cm  - SSHH PRINCIPAL ",ZC
"CONTRAZOCALO CERAMICO PALERMO GALA 46x46cm CALISTO GRIS 45x45cm, SAN LORENZO  H=10cm  - COCINAS Y LAVANDERIA",ZC
"CONTRAZOCALO CERAMICO COTO PLATA GALA 46x46cm CALISTO GRIS 45x45cm, SAN LORENZO H=10cm - TERRAZAS DPTO Y BALCONES",ZC
"CONTRAZOCALO MDF 6cm COLOR SIMILAR A PISO LAMINADO - SALA, COMEDOR, PASILLOS Y DORMITORIOS",ZC
CONTRAZOCALO CERAMICO OXFORD PLATA 60x60cm SAN LORENZO H=10cm - HALL ASCENSORES 1ER PISO AL 9NO PISO,ZC
CONTRAZOCALO DE CEMENTO H=0.30m FACHADA EXTERIOR,ZC
PASOS Y CONTRAPASO DE CEMENTO PULIDO CON DOBLE BRUÑA E=1cm.,REVO
DESCANSO DE CEMENTO PULIDO ,REVO
CONTRAZOCALO PINTADO H=0.10 M - ESCALERA ,REVO
SOLAQUEO DE FONDO DE ESCALERAS,REVO
DERRAME DE ESCALERAS,REVO
CUBIERTA DE LADRILLO PASTELERO,REVO
CUBIERTA DE LADRILLO PASTELERO EN MURO AZOTEA,REVO
CUBIERTA DE LADRILLO PASTELERO EN MURO 1ER PISO,REVO
IMPERMEABILIZACION  DE TECHOS,REVO
PUERTA CORTAFUEGO PM1 (1.00x2.10m) RF90min 1ER PISO (Incluye Barra antipanico y cierrapuerta),PUER
PUERTA CORTAFUEGO PM1 (1.00x2.10m) RF90min 2DO AL 9NO PISO (Incluye cierrapuerta),PUER
PUERTA CORTAFUEGO PM2 (0.70x2.10m) RF90min 1ER PISO (Incluye cierrapuerta),PUER
PUERTA CORTAFUEGO PM3 (0.70x2.10m) RF90min 2DO AL 9NO PISO (Incluye cierrapuerta),PUER
PUERTA CORTAFUEGO P1 (0.90x2.10m) RF90min 1ER PISO (Ingreso Departamentos),PUER
BARANDAS PASAMANOS Y ESCALERAS,PUER
BARANDA METALICA DE BALCONES h=0.60 m SOBRE PARAPETO h=0.50m (Fachadas interiores y exteriores),CMT
BARANDA EN ESCALERA DE EMERGENCIA h=0.90m,CMT
PASAMANO EN ESCALERA DE EMERGENCIA,CMT
ESCALERA DE GATO CON PROTECCIÓN DE CANASTILLA EN AZOTEA,CMT
ESCOTILLA DE ESCALERA DE GATO EN TECHO 0.76x0.76M (AZOTEA),CMT
TAPAJUNTA DE ACERO INOX. ANCHO 20cm EN UNION DE TORRE,CMT
REJAS METALICAS,CMT
CELOSIA H=0.70m SOBRE MURO PERIMETRAL,CMT
PUERTA P1 (0.90x2.30m) - INGRESO DPTOS,PUER
PUERTA P2 (0.80x2.30m) - DORMITORIOS Y COCINA,PUER
PUERTA P3 (0.90x2.30m) - PATIO,PUER
PUERTA P4 (0.70x2.30m) - BAÑOS,PUER
PUERTA P6 (0.70x2.30m) - CTO DE INSTALACIONES,PUER
PIUERTA EN DOLARES ,PUER
SOPORTES METALICOS EN ESCUADRAS PARA LAVADEROS,MCO
PUERTA DE MELAMINE  P5 (2.90x2.30m),PUER
PUERTA DE MELAMINE  P5a (2.05x2.30m),PUER
MAMPARA M1 (2.60 X 2.30),VMP
VENTANA V1 (0.90 X 1.40),VMP
VENTANA V2 (0.90 X 1.40),VMP
VENTANA V3 (0.40 X 0.50),VMP
VENTANA V4 (1.80 X 1.40),VMP
VENTANA V5 (0.55 X 1.20),VMP
VENTANA V6 (2.60 X 1.80),VMP
VENTANA V7 (0.90 X 1.20),VMP
VENTANA V8 (1.20 X 1.40),VMP
LAVADERO DE ACERO INOXIDABLE BOSTON RECORD - COCINAS DPTOS,ASG
LAVADERO DE LOZA VITRIFICADA MARBELLA VAINSA AMAZONAS 2.0 TREBOL - LAVANDERIAS DPTOS,ASG
INODORO COMPACT 2.0 BLANCO TREBOL - SSHH DPTOS - SSHH DPTOS (Piso 2 al 9),ASG
INODORO CERAMICA VITRIFICADA RAPID JET PREMIUM 4.8L COLOR BLANCO TREBOL - SSHH DPTOS - SSHH DPTOS (Piso 1),ASG
LAVATORIO LOSA VITRIFICADA MANCORA COLOR BLANCO TREBOL SIN PEDESTAL- SSHH DPTOS,ASG
MEZCLADORA MONOCOMANDO LINEA IRIS TREBOL MC41AHP TECSO - COCINAS DPTOS.,ASG
"MEZCLADORA DE BRONCE DE 1/2"" LINEA ECO TREBOL GRIFO GS13AHP TECSO - LAVANDERIAS DPTOS.",ASG
MEZCLADORA MONOCOMANDO DE LAVATORIO LINEA SIRENE TREBOL ML41AHP TECSO - SSHH DPTOS.,ASG
"MEZCLADORA MONOCOMANDO DE BRONCE DE 8"" LINEA ECO TREBOL  DE DUCHA MD41 + DIFUSOR DE DUCHA DD13AHP TECSO - SSHH DPTOS.",ASG
"GRIFO 1/2"" CROMADO A LA PARED - JARDÍN ",ASG
PINTURA OLEO COLOR BLANCO EN MUROS INTERIORES - BAÑOS DE DEPARTAMENTOS,PINT
PINTURA OLEO COLOR BLANCO EN MUROS INTERIORES - COCINAS CERRADAS Y LAVANDERIA,PINT
PINTURA LATEX COLOR BLANCO EN MUROS - PASADIZO EN TORRE,PINT
PINTURA LATEX COLOR BLANCO EN MUROS INTERIORES - MUROS TERRAZA DEPARTAMENTOS Y PERIMETRICO,PINT
PINTURA LATEX COLOR BLANCO EN MUROS - VESTIBULO PREVIO Y ESCALERAS COMUNES,PINT
PINTURA LATEX COLOR BLANCO EN MUROS - CUARTO DE INSTALACIONES,PINT
PINTURA LATEX COLOR BLANCO EN MUROS EXTERIORES - FACHADA PRINCIPAL,PINT
PINTURA LATEX COLOR BLANCO EN MUROS EXTERIORES - FACHADA PRINCIPAL INTERIORES,PINT
PAPEL MURAL DUPLEX COLOR ALABASTRO DE 180grs - MURALCO  - SALA COMEDOR DORMITORIOS ,PINT
PAPEL MURAL DUPLEX COLOR ALABASTRO DE 180grs - MURALCO  - SALA COMEDOR DORMITORIOS ,PINT
EMPASTADO PARA RECIBIR PAPEL MURAL - EN SALA COMEDOR DORMITORIOS ,PINT
PINTURA OLEO COLOR BLANCO EN CIELORRASOS INTERIORES - BAÑOS DE DEPARTAMENTOS,PINT
PINTURA OLEO COLOR BLANCO EN CIELORRASOS INTERIORES - COCINAS CERRADAS Y LAVANDERIA ,PINT
"ESCARCHADO COLOR BLANCO EN CIELORRASOS INTERIORES - SALA, COMEDOR, DORMITORIOS",PINT
PINTURA LATEX COLOR BLANCO EN CIELORRASOS - PASADIZO EN TORRE,PINT
PINTURA LATEX COLOR BLANCO EN CIELORRASO - CUARTOS DE BASURA,PINT
PINTURA LATEX COLOR BLANCO EN CIELORRASOS - VESTIBULO PREVIO Y CTO DE INSTALACIONES,PINT
PINTURA LATEX COLOR BLANCO EN CIELORRASOS - ESCALERAS COMUNES,PINT
PINTURA DE TRÁFICO EN ESTACIONAMIENTOS - LINEAL,PINT
PINTURA DE TRÁFICO AMARILLO - VEREDAS,PINT
NUMERO DE ESTACIONAMIENTOS,PINT
PINTURA ESTACIONAMIENTO DISCAPACITADOS,PINT
CERRADURA PARA PUERTA P1 - INGRESO DPTOS,CERR
CERRADURA PARA PUERTA P2 - DORMITORIOS Y COCINA,CERR
CERRADURA PARA PUERTA P3 - PATIO,CERR
CERRADURA PARA PUERTA P4 - BAÑOS,CERR
CERRADURA PARA PUERTA P6 - CTO DE INSTALACIONES,CERR
SELLOS CORTAFUEGO EN TABIQUES DE ALBAÑILERIA,CERR
SELLOS CORTAFUEGO EN LOSAS DUCTOS INSTALACIONES Torre A y B,CERR
TAPAJUNTAS DE MDF SIMILAR A PISO LAMINADO - DEPARTAMENTOS,PP
TAPAJUNTA DE ALUMINIO EN CAMBIO DE PISO LAMINADO/PORCELANATO - DEPARTAMENTOS,PP
TAPAJUNTA DE ALUMINIO EN MAMPARAS,PP
TOPELLANTA DE CONCRETO L:1.80MTS.,PP
SARDINEL DE CONCRETO PARA DUCHAS H=0.10m (INCLUYE ENCHAPE),PP
SARDINEL DE CONCRETO H=10cm EN DUCTOS DE INSTALACIONES,PP
DINTELES DE CONCRETO PARA PUERTAS CORTAFUEGO,PP
TIERRA DE CHACRA (No preparada),ARQIM
SEMBRADO DE GRASS NATURAL,ARQIM
LOSA DE CONCRETO EN DUCTO DE INSTALACCIONES,ARQIM
BRUÑAS EN FACHADA,ARQIM
PASES DE MANGUERA EN VESTIBULO,ARQIM
ESTRUCTURA PARA BANCO DE MEDIDORES,ARQIM
TABIQUES DE DRYWALL RH EN DUCTO DE IISS (CTO. TECNICO),ARQIM
POYOS DE CONCRETO EN SSHH,ARQIM
ENCHAPE DE POYO DE CONCRETO EN BAÑOS,ARQIM
TOPES DE PUERTAS TIPO ADHESIVOS,ARQIM
PISO CERAMICO OXFORD PLATA 60x60cm SAN LORENZO - PISO DE ASCENSORES,ARQIM
TAPA DE DRYWALL SALIDA PARA CENTRO DE LUZ     ,ARQIM
TAPA DE DRYWALL SALIDA PARA TOMACORRIENTES DOBLE      ,ARQIM
TAPA DE DRYWALL SALIDA PARA INTERRUPTOR SIMPLE ,ARQIM
SEÑAL SALIDA POR ESCALERA,ARQIM
SEÑAL SALIDA DERECHA O IZQUIERDA,ARQIM
SEÑAL DE PUERTA CORTAFUEGO,ARQIM
SEÑAL NUMERO DE PISO,ARQIM
SEÑAL BAJANDO O SUBIENDO ESCALERA,ARQIM
SEÑAL EXTINTOR PQS 6kg,ARQIM
SEÑAL GABINETE CONTRA INCENDIO,ARQIM
SEÑAL ALARMA CONTRA INCENDIOS,ARQIM
SEÑAL RIESGO ELECTRICO,ARQIM
SEÑAL ZONA SEGURA EN CASO DE SISMO,ARQIM
SEÑAL AVISADOR SONORO,ARQIM
EXTINTOR PQS 6kg,ARQIM
"TABLERO DE SERVICIOS GENERALES ""T-SG1""",TEL
"TABLERO DE SERVICIOS GENERALES ""T-SG2""",TEL
"TABLERO DE ASCENSORES ""T-ASC""",TEL
"TABLERO VESTIBULO PREVIO ""T-VV""",TEL
"TABLERO ""TD-1""",TEL
CABLE NYY 3-1x6mm2 ,CEL
ALIMENTADOR: 3-1x6mm2 (LSOH-90+) + 1x4mm2 (LSOH-90+),CEL
ALIMENTADOR: 3-1x10mm2 (LSOH-90+) + 1x10mm2 (LSOH-90+),CEL
ALIMENTADOR: 3-1x25mm2 (LSOH-90+) + 1x10mm2 (LSOH-90+),CEL
ALIMENTADOR: 2-1x10mm2 (LSOH-90+) + 1x10mm2 (LSOH-90+),CEL
ALIMENTADOR: 2-1x16mm2 (LSOH-90+) + 1x10mm2 (LSOH-90+),CEL
TUBERIAS 25mm PVC-P,CEL
TUBERIAS 35mm PVC-P,CEL
TUBERIAS 40mm PVC-P,CEL
TUBERIAS 100mm PVC-P,CEL
TUBERIAS 25mm EMT ,CEL
BANDEJA F°G° 400x100 mm,CP
ATERRAMIENTO DE BANDEJA ,CP
CAJA DE F°G° 100x100x50 mm,CP
CAJA DE F°G° 200x200x100 mm,CP
CAJA DE F°G° 250x250x100 mm,CP
CAJA DE F°G° 300x300x150 mm,CP
SALIDA PARA CENTRO DE LUZ,SAL
SALIDA PARA BRAQUETE DE LUZ,SAL
SALIDA PARA BRAQUETE DE LUZ EN EXTERIORES,SAL
SALIDA PARA LUMINARIA DE EMERGENCIA,SAL
SALIDA PARA INTERRUPTORES,SAL
SALIDA PARA INTERRUPTOR SIMPLE,SAL
SALIDA PARA INTERRUPTOR DOBLE,SAL
SALIDA PARA TOMACORRIENTES,SAL
SALIDA PARA TOMACORRIENTES DOBLE,SAL
SALIDAS ESPECIALES,SAL
SALIDA PARA EC-T1,SAL
SALIDA PARA VC-01,SAL
SALIDA PARA VC-T1,SAL
SALIDA PARA CACI,SAL
SALIDA PARA MOTOR DE ASCENSOR,SAL
SALIDA PARA CAMPANA EXTRACTORA ,SAL
SALIDA PARA CHISPERO DE COCINA ,SAL
SALIDA PARA EXTRACTOR DE BAÑO ,SAL
SALIDA PARA TERMA (SIN PLACA),SAL
SALIDA PARA TIMBRE,SAL
SALIDA PARA ZUMBADOR,SAL
INSTALACION DE LUMINARIAS,LUM
POZO A TIERRA,SPT
CAJA BORNERA TIPO 2,SPT
CABLE 1x70mm2 CU DESNUDO,CEL
CABLE 1x35mm2 CU DESNUDO,CEL
CABLE 2Tx35mm2 (LSOH-90+),CEL
CABLE 1Tx10mm2 (LSOH-90+),CEL
TUBERIAS 25mm PVC-P ,CEL
TUBERIAS 35mm PVC-P ,CEL
CAJA DE PASE F°G° 100x100x50 mm,CP
CAJA DE PASE F°G° 150x150x75 mm,CP
CAJA DE PASE F°G° 150x150x100 mm,CP
SALIDA PARA TELEFONO EXTERNO,SAL
SALIDA PARA TELEFONO - INTERCOMUNICADOR,SAL
SALIDA PARA TV-CABLE,SAL
TUBERIAS 20mm PVC-P,CEL
TUBERIAS 25mm PVC-P,CEL
TUBERIAS 50mm PVC-P,CEL
TUBERIAS 80mm PVC-P,CEL
TUBERIAS 50mm EMT,CP
CAJA DE F°G° 100x100x100 mm ,CP
CAJA DE PASE TIPO C,CP
SALIDA PARA SENSOR DE HUMO,SDC
SALIDA PARA SENSOR DE TEMPERATURA,SDC
SALIDA PARA SIRENA ESTROBOSCOPICA,SDC
SALIDA PARA PULSADOR MANUAL,SDC
SALIDA PARA CENTRAL DE ALARMA CONTRAINCENDIO,SDC
SALIDA PARA FUENTE DE CACI,SDC
TUBERIAS ,SDC
TUBERIAS 35mm PVC-P,SDC
TUBERIAS 50mm PVC-P,SDC
CAJA DE F°G° 100x100x50 mm,CP
CAJA DE F°G° 250x250x100 mm,CP
BUZONES ELECTRICOS,SAL
BUZONES ELECTRICOS TRANSICION,SAL
CONEXIÓN BANCO DE MEDIDORES,SAL
BUZONES PARA COMUNICACIONES,SAL
TUBERIAS 50mm PVC-P,SAL
TUBERIAS 80mm PVC-P,SAL
EXCAVACION DE ZANJA (alumbrado exterior),SAL
RELLENO COMPACTADO (alumbrado exterior),SAL
ACARREO DE MATERIAL EXCEDENTE (alumbrado exterior),SAL
ELIMINACION DE MATERIAL EXCEDENTE (alumbrado exterior),SAL
"SUMINISTRO E INSTALACION DE POSTE DE CONCRETO, PASTORAL Y LUMINARIA DE 50W ",SAL
INSTALACION DE LUMINARIA EN POSTE ,SAL
EXPEDIENTE IIEE (Dimensionamiento de red de acometida de alimentadores electricos),SAL
TAPAS CIEGAS EN SALIDAS ELECTRICAS DE CAMPANA Y CHISPERO,SAL
SALIDA PARA CENTRO DE LUZ      (SOLO TUBERIA Y TAPA CIEGA),SAL
SALIDA PARA TOMACORRIENTES DOBLE      (SOLO TUBERIA Y TAPA CIEGA),SAL
SALIDA PARA INTERRUPTOR SIMPLE     (SOLO TUBERIA Y TAPA CIEGA),SAL
OTROS GASTOS EN DOLARES,SAL
EXCAVACION DE ZANJA,ISIM
CAMA DE ARENA,ISIM
RELLENO COMPACTADO,ISIM
ACARREO DE MATERIAL EXCEDENTE,ISIM
ELIMINACIÓN DE MATERIAL EXISTENTE,ISIM
"SALIDA DE AGUA FRIA PPR PN-10 1/2""",AF
"SALIDA DE AGUA FRIA PPR PN-10 3/4""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 1/2""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 3/4""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 2""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 2.1/2""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 1.1/4""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 1 1/2""",AF
"TUBERÍA PPR PN-10 P/AGUA FRÍA 2""",AF
"LLAVE DE PASO DE 1/2""",AF
"LLAVE DE PASO DE 3/4""",AF
"LLAVE BOLA DE 2"" EN MONTANTE",AF
"LLAVE BOLA DE 2.1/2"" EN MONTANTE",AF
"TAPÓN DE 3/4""",AF
BATERIA PARA 4 MEDIDORES,AF
PRUEBA HIDRAULICA PARA AGUA FRIA,AF
"SALIDA DE AGUA CALIENTE PPR PN-16 DE 1/2""",AC
"SALIDA DE AGUA CALIENTE PPR PN-16 DE 3/4""",AC
"TUBERÍA PPR PN-16 P/AGUA CALIENTE D= 1/2""",AC
"LLAVE DE PASO DE 1/2""",AF
"LLAVE DE PASO DE 3/4""",AF
"TAPÓN DE 1/2""",AF
PRUEBA HIDRAULICA PARA AGUA CALIENTE,AC
"SALIDA DE DESAGUE 2""",DES
"SALIDA DE DESAGUE 4""",DES
"SALIDA DE VENTILACIÓN 2""",DES
"TUBERÍA PVC DESAGUE D= 2""",DES
"TUBERÍA PVC DESAGUE D= 4""",DES
TUBERIA DE DESAGUE ENTERRADAS,DES
"TUBERÍA  PVC DESAGUE D= 2""",DES
"TUBERÍA  PVC DESAGUE D= 3""",DES
"TUBERÍA  PVC DESAGUE D= 4""",DES
"TUBERÍA  PVC DESAGUE D= 6""",DES
TUBERIA DE VENTILACIÓN,DES
"TUBERÍA PVC VENTILACIÓN D= 2""",DES
MONTANTES,DES
"MONTANTE PVC DESAGUE 3""",DES
"MONTANTE PVC DESAGUE 4""",DES
"MONTANTE PVC DESAGUE 2"" EMPOTRADA",DES
"MONTANTE PVC DESAGUE 3"" EMPOTRADA",DES
"MONTANTE PVC VENTILACIÓN 3""",DES
ACCESORIOS,DES
"SOMBRERO DE VENTILACION 3""",DES
"SOMBRERO DE VENTILACION 4""",DES
REGISTROS,DES
"REGISTRO ROSCADO DE BRONCE 2""",DES
SUMIDEROS,DES
"SUMIDERO DE BRONCE DE 2""",DES
CAMARAS DE INSPECCIÓN,DES
"CAJA DE REGISTRO 12"" x 24""",DES
VARIOS,DES
"TAPÓN DE 2""",DES
"TAPÓN DE 4""",DES
"TRAMPA U DE 2""",DES
PRUEBAS HIDRÁULICAS,DES
PRUEBA HIDRAULICA DE DESAGUE,DES
EQUIPAMIENTO,DES
CONEXIÓN DOMICILIARIA,DES
INSTALACIÓN DE APARATOS SANITARIOS Y GRIFERÍAS,DES
INSTALACION DE INODORO,ISIM
INSTALACION DE LAVATORIO DE BAÑOS,ISIM
INSTALACION DE DUCHA,ISIM
INSTALACION DE LAVADERO DE COCINA,ISIM
INSTALACIÓN DE LAVADERO DE ROPA,ISIM
GRIFERÍAS,ISIM
INSTALACION DE GRIFERÍA PARA LAVATORIO DE BAÑOS,ISIM
INSTALACION DE GRIFERÍA PARA LAVADERO DE COCINA,ISIM
INSTALACIÓN DE GRIFERÍA PARA LAVADERO DE ROPA,ISIM
"TUBO SCH-40 DE 4"" ",ACI
"TUBO SCH-40 DE 2 1/2"" ",ACI
"TUBO SCH-40 DE 2"" ",ACI
VÁLVULAS,ACI
"VÁLVULA BOLA DE 1""",ACI
"VÁLVULA DE PURGA DE AIRE WATTS DE 1"" EN MONTANTE",ACI
MANOMETRO 300PSI EN MONTANTE,ACI
GABINETES,ACI
GABINETE DE 60 x 80 x 20 CMS. 1/20,ACI
"PITON DE POLICARBONATO DE 1 1/2""",ACI
"MANGUERA DE 1 1/2"" x 30 MTS.",ACI
"VÁLVULAS ANGULARES DE 1.1/2"" (Std)",ACI
"VÁLVULAS ANGULARES DE 2.1/2"" (Std)",ACI
ACCESORIOS GENERALES,ACI
VARIOS,ACI
TRANSPORTE,ACI
CORTE/RANURA,ACI
ARENADO + BASE ACABADO EPOXICO,ACI
"CONSUMIBLES, TEFLON, ADEX, TRANSPORTE, ETC",ACI
TUBERIA ENTERRADA,ACI
"TUBERÍA ENTERRADA HDPE DE 4"" SDR",ACI
"Instalación de mecánica de equipo extractor axial,
comprende:
* Acarreo de equipo.
* Montaje de equipo.
* Conexión electrica de fuerza (máx. 1m)",ACI
"EXTRACTOR AXIAL
Marca: Dapper
Capacidad: 120 CFM
Potencia: 18 W en 220V-1   -60Hz.",ACI
"Instalación de mecánica de equipo extractor axial,
comprende:
* Acarreo de equipo.
* Montaje de equipo.
* Conexión electrica de fuerza (máx. 1m)",ACI
"INYECTOR CENTRIFUGO DE SIMPLE ASPIRACION
Marca: Sodeca
Capacidad: 1,560 CFM @ 1.2""                                                                                                                                                                                                                   Potencia: 0.75 Kw en 220V-1   -60Hz.",ACI
"Suministro e instalación de sistema de ductos metalicos fabricados en plancha galvanizada, incluye soportes.",ACI
"Suministro e instalación de rejilla de inyección, fabricado con
lamina galvanizada y pintado con base anticorrosiva de color blanco. Inlcuye damper manual.",ACI
"Suministro e instalación de rejilla de extracción, fabricado
con lamina galvanizada y pintado con base anticorrosiva de color blanco. Incluye damper manual.",ACI
"Suministro e instalación de damper de alivio. Fabricación
nacional.",ACI
Suministro e instalación de filtro sintetico de malla azul.,ACI
"Instalación de mecánica de equipo extractor e inyector
centrifugo, comprende:
* Acarreo de equipo.
* Base metálica.
* Montaje de equipo.",ACI
"Instalación eléctrica de control para el sistema de ventilación del Vestibulo, comprende:
* Conexión eléctrica de fuerza máx. 1m.
* Conexión de control.
* Contactor elétrico.
* Relé térmico.
* Transformador.
* Tablero de control.
* Cableado de control.
* Puesta en marcha y pruebas.",ACI
SISTEMA DE EXTRACCION DE OLORES  - ETAPA 6 (A Y B),ACI
"EXTRACTOR AXIAL
Marca: Dapper
Capacidad: 120 CFM
Potencia: 18 W en 220V-1   -60Hz.",ACI
"Instalación de mecánica de equipo extractor axial,
comprende:
* Acarreo de equipo.
* Montaje de equipo.
* Conexión electrica de fuerza (máx. 1m)",ACI
TRABAJOS DE ALBAÑILERIA EN IIMM - ETAPA 6,ACI
SUMINISTRO DE ASCENSORES POWERTECH,ASC
INSTALACION DE ASCESNORES ,ASC
"TRABAJOS DE ALBAÑILERIA, LLAVES, VARIOS EN ASCENSORES ETAPA 6",ASC
Alimentador audio digital 2 hilos,COM
Modulo expansor de instalación 2 hilos,COM
Configurador N°1 (paquete de 10 piezas,COM
Configurador N°2 (paquete de 10 piezas,COM
Configurador N°3 (paquete de 10 piezas,COM
Configurador N°4 (paquete de 10 piezas,COM
Configurador N°5 (paquete de 10 piezas,COM
Configurador N°6 (paquete de 10 piezas,COM
Configurador N°7 (paquete de 10 piezas,COM
Configurador N°8 (paquete de 10 piezas,COM
Configurador N°9 (paquete de 10 piezas,COM
01 ANEXOS AUDIO,COM
Telefono 2H audio Sprint L2,COM
INSTALACIÓN,COM
"Instalación, programación, mano de obra y cableado (ETAPA 5)",COM
"Instalación, programación, mano de obra y cableado (ETAPA 6)",COM
PANEL DE ALARMA CONTRA INCENDIO DIRECCIONABLE/CONVENCIONAL MARCA BOSCH MOD. FPD 7024,SDC
MODULO DE EXPANSION MULTIPLEX DIRECCIONABLE UL MARCA BOSCH MOD. D7039,SDC
MODULO DE ENTRADA DE 2 ZONAS  MOD.D7052,SDC
DETECTOR DE TEMPERATURA MIRCON UL ,SDC
DETECTOR DE HUMO FOTOELECTRICO DE 2 Y 4 HILOS MIRCON UL  ,SDC
SIRENA CON LUZ ESTROBOSCOPICA UL SYSTER SENSOR,SDC
ESTACIONES MANUALES SIMPLE ACCION  MIRCON UL,SDC
