Descripcion,Codigo,Especialidad
planos gas,GAS,EQUIPAMIENTO
trabajos altura,GAS,EQUIPAMIENTO
accesorios varios,GAS,EQUIPAMIENTO
trabajos civiles,GAS,EQUIPAMIENTO
"extractor centrifugo en gabinete marca: sodeca o similar capacidad: ,cfm @ "" ca potencia: hp en v-f-hz ambiente: cuarto bombas",SVE,EQUIPAMIENTO
"inyetor centrifugo en gabinete marca: sodeca o similar capacidad: ,cfm @ "" ca potencia: hp en v-f-hz ambiente: cuarto bombas",SVE,EQUIPAMIENTO
"extractor helicocentrifugo marca: sodeca o similar capacidad: cfm @ "" ca potencia: w en v-f-hz ambiente: cuarto basura",SVE,EQUIPAMIENTO
"suministro e instalacion sistema ductos metalicos fabricados en plancha galvanizada, incluye soportes",SVE,EQUIPAMIENTO
"suministro e instalacion rejilla extraccion e inyeccion , fabricado con lamina galvanizada pintado con base anticorrosiva color blanco",SVE,EQUIPAMIENTO
"suministro e instalacion damper cortafuego cto basura ""x"" u ""x"" u, ""x"" u fabricacion nacional",SVE,EQUIPAMIENTO
"instalacion mecanica equipo extractor e inyector helicocentrifugo, comprende: * acarreo equipo * montaje equipo * conexion electrica fuerza (max m)",SVE,EQUIPAMIENTO
"instalacion electrica control para equipo extractor centrifugo helicocentrifugo cto bombas, cto basura comprende: * conexion electrica fuerza max m * conexion control * contactor eletrico * suministro e instalacion interruptor horario * tablero control * cableado control",SVE,EQUIPAMIENTO
"extractor axial marca: systemair o soler & palau capacidad: , cfm @ "" ca potencia: hp en v-f-hz s-",SVE,EQUIPAMIENTO
"inyector axial marca: systemair o soler & palau capacidad: , cfm @ "" ca potencia: hp en v-f-hz s-",SVE,EQUIPAMIENTO
"equipo tipo jet fan centrifugo marca: sodeca, o similar capacidad: ,cfm potencia: hp en v-f-hz",SVE,EQUIPAMIENTO
sensor monoxido marca: greystone o similar,SVE,EQUIPAMIENTO
"suministro e instalacion rejilla extraccion, fabricado con lamina galvanizada pintado con base anticorrosiva color aluminio incluye damper manual",SVE,EQUIPAMIENTO
"suministro e instalacion damper gravedad para descarga monoxido ""x"" fabricacion naciona",SVE,EQUIPAMIENTO
"instalacion mecanica equipo extractor e inyector axial, comprende: * acarreo equipo * base metalica * montaje equipo",SVE,EQUIPAMIENTO
"instalacion mecanica equipo tipo jet fan, comprende: * acarreo equipo * base metalica * montaje equipo",SVE,EQUIPAMIENTO
"instalacion electrica control para equipo extractores, axiales jet fan, comprende: * conexion electrica fuerza max m * conexion control * instalacion variador frecuencia * rele termico * tablero control * cableado control ( tablero por sotano)",SVE,EQUIPAMIENTO
cableado control para los sensores monoxido,SVE,EQUIPAMIENTO
"inyector centrifugo simple aspiracion marca: sodeca o similar capacidad: , cfm @ "" ca potencia: hp en v-f-hz (presurizacion escalera )",SVE,EQUIPAMIENTO
"inyector centrifugo simple aspiracion marca: sodeca o similar capacidad: , cfm @ "" ca potencia: hp en v-f-hz ( vestibulos )",SVE,EQUIPAMIENTO
"extractor centrifugo simple aspiracion marca: sodeca o similar capacidad: ,cfm @ "" ca potencia: hp en v-f-hz ( vestibulos)",SVE,EQUIPAMIENTO
"extractor axial marca: systemair o similar capacidad: cfm @ "" ca potencia: w en v-f-hz ( vestibulos)",SVE,EQUIPAMIENTO
"inyector axial marca: soler & palau o similar capacidad: cfm @ "" ca potencia: w en v-f-hz ( vestibulos)",SVE,EQUIPAMIENTO
sensor humo,SVE,EQUIPAMIENTO
"suministro e instalacion sistema ductos metalicos para acople del equipo a montante, fabricado en plancha galvanizada, incluye soportes",SVE,EQUIPAMIENTO
"suministro e instalacion rejilla extraccion, fabricado con lamina galvanizada pintado con base anticorrosiva color blanco",SVE,EQUIPAMIENTO
"suministro e instalacion rejilla inyeccion, fabricado con lamina galvanizada pintado con base anticorrosiva color blanco",SVE,EQUIPAMIENTO
"suministro e instalacion damper barometrico (fabricacion nacional) u ""x""",SVE,EQUIPAMIENTO
suministro e instalacion filtro malla azul,SVE,EQUIPAMIENTO
"instalacion mecanica equipos inyector extractor centrifugo, comprende: * acarreo equipo * base metalica * montaje equipo",SVE,EQUIPAMIENTO
"instalacion mecanica equipo inyector extractor axiales, comprende: * acarreo marco metalico equipo * montaje equipo ( pasillos vestibulos)",SVE,EQUIPAMIENTO
"instalacion electrica control para equipos inyectores axiales del vestibulo, comprende: * conexion electrica fuerza max m * accesorios control * tablero control",SVE,EQUIPAMIENTO
extractor axial marca: dapper o similar capacidad: cfm potencia: w en v-f-hz ambiente: banos,SVE,EQUIPAMIENTO
"extractor centrifugo en gabinete marca: sodeca o similar capacidad: ,cfm @ "" ca potencia: hp en v-f-hz ambiente: pasillos",SVE,EQUIPAMIENTO
"inyector centrifugo en gabinete marca: sodeca o similar capacidad: ,cfm @ "" ca potencia: hp en v-f-hz ambiente: pasillos",SVE,EQUIPAMIENTO
instalacion mecanica equipo extractor e inyector centrifugo pasillos comprende: * acarreo equipo * base metalica * montaje equipo,SVE,EQUIPAMIENTO
instalacion electrica control para equipo extractor e inyector centrifugo pasillos comprende: * conexion electrica fuerza max m * conexion control * contactor eletrico * suministro e instalacion interruptor horario * tablero control * cableado control,SVE,EQUIPAMIENTO
"instalacion equipo extractor axial, comprende: * acarreo equipo * montaje equipo * conexion electrica fuerza (max m) * puesta en marcha pruebas * encendido por medio interruptor luz",SVE,EQUIPAMIENTO
pintura trafico en division estacionamientos (x),EVAC,EQUIPAMIENTO
pintura trafico cruce peatonal,EVAC,EQUIPAMIENTO
pintura trafico numero piso estacionamiento,EVAC,EQUIPAMIENTO
senal salida,EVAC,EQUIPAMIENTO
senal salida emergencia,EVAC,EQUIPAMIENTO
senal salida flecha a derecha,EVAC,EQUIPAMIENTO
senal salida flecha a izquierda,EVAC,EQUIPAMIENTO
senal sube escalera emergencia,EVAC,EQUIPAMIENTO
senal baja escalera emergencia,EVAC,EQUIPAMIENTO
senal numero piso,EVAC,EQUIPAMIENTO
senal extintores tipo pqs,EVAC,EQUIPAMIENTO
senal extintores tipo co,EVAC,EQUIPAMIENTO
senal alarma contra incendio,EVAC,EQUIPAMIENTO
senal gabinete contraincendio,EVAC,EQUIPAMIENTO
senal avisador sonoro,EVAC,EQUIPAMIENTO
senal puerta cortafuego,EVAC,EQUIPAMIENTO
senal riesgo electrico en todos te,EVAC,EQUIPAMIENTO
senal no usar en caso sismo,EVAC,EQUIPAMIENTO
senal valvula siamesa,EVAC,EQUIPAMIENTO
senal botiquin,EVAC,EQUIPAMIENTO
senal caci,EVAC,EQUIPAMIENTO
extintores tipo abc,EVAC,EQUIPAMIENTO
extintores tipo co,EVAC,EQUIPAMIENTO
sello cortafuego en muros,EVAC,EQUIPAMIENTO
losa cortafuego,EVAC,EQUIPAMIENTO
"panel deteccion alarma contra incendio direccionable con certificado ul-, para sistemas daci en edificios incluye direcciones",SDC,IIEE
bateria v/ah,SDC,IIEE
teclado lcd para control remoto,SDC,IIEE
detector humo convencional certificado ul,SDC,IIEE
detector temperatura convencional certificado ul,SDC,IIEE
"detector humo en ducto ul incluye tubo muestro """,SDC,IIEE
estacion manual doble accion certificado ul,SDC,IIEE
sirena con luz estroboscopica multicandela certicado ul,SDC,IIEE
d fuente alimentacion booster nacs para sirenas certificado ul,SDC,IIEE
modulo monitoreo para zonificacion detectores * zonas [ zona por cada nivel en edificio ],SDC,IIEE
modulo monitoreo para interconexion en cuarto bomba * en tablero tc-bci para monitoreo encendido bomba * en tablero tc-bci para monitoreo falla bomba * en tablero tc-bci para monitoreo fuera automatico,SDC,IIEE
modulo monitoreo doble para interconexion * en cada sotano para valvulas sector sensores flujo agua,SDC,IIEE
modulo control para interconexion con sistema ventilacion * en tablero tc-ve para control sistema presurizado,SDC,IIEE
modulo control para interconexion con sistema ascensor * en tablero asc- para control funcion emergencia,SDC,IIEE
modulo control para interconexion con sistema extraccion co * en tablero tc-co-s/ s / s para control del sistema,SDC,IIEE
modulo control para interconexion con grupo electrogeno * en tablero tc-ge para control del sistema,SDC,IIEE
modulo control para interconexion con sist ventilacion en pasadozo * en tablero tc-pa para control del sistema,SDC,IIEE
modulo control para interconexion con encendido bomba * en tablero tbaci para control bomba,SDC,IIEE
"cable cobre solido incendio x, x x fpl, certicado ul honeywell",SDC,IIEE
"elementos auxiliares para adecuacion sistemas: autorroscantes, cintillos, terminales, etc",SDC,IIEE
mano obra e instalacion,SDC,IIEE
transporte,SDC,IIEE
epp's dossier calidad,SDC,IIEE
"central conserjeria audio/video con pantalla lcd """,COM,IIEE
placa calle digital solo audio,COM,IIEE
intercomunicador tipo telefono sprint l,COM,IIEE
fuente poder a para sistemas audio/video,COM,IIEE
fuente poder adicional para centralita,COM,IIEE
configuradores (paquete piezas),COM,IIEE
cerradura electromagnetica lb incluye soporte,COM,IIEE
cable par trenzado para difusion sonora bticino,COM,IIEE
"elementos auxiliares para adecuacion sistemas (autorroscantes, tarugos, cintillos, terminales, etc)",COM,IIEE
mano obra e instalacion,COM,IIEE
transporte,COM,IIEE
cable utp cat e % cobre dahua,COM,IIEE
ascensor pasajeros asc- schindler cap kg,ASC,EQUIPAMIENTO
obras civiles para instalacion ascensores,ASC,EQUIPAMIENTO
grupo electrogeno kva,EQIM,EQUIPAMIENTO
obras civiles para instalacion ge,EQIM,EQUIPAMIENTO
movilizacion desmovilizacion equipos maquinarias,MT,ESTRUCTURAS
vestuarios para obreros,OP,ESTRUCTURAS
chute para descarga desmonte,OP,ESTRUCTURAS
instalaciones provisionales agua alcantarillado,OP,ESTRUCTURAS
malla raschel en toda fachada,SEG,ESTRUCTURAS
proteccion vecinos,SEG,ESTRUCTURAS
guardiania seguridad - horas,SEG,ESTRUCTURAS
banos para personal obrero,OP,ESTRUCTURAS
servicios higienicos para obreros,TP,ESTRUCTURAS
servicios higienicos para staff tecnico,TP,ESTRUCTURAS
trazo replanteo topografico casco,TP,ESTRUCTURAS
trazo replanteo topografico acabados,TP,ESTRUCTURAS
servicio abastecimiento agua potable,TP,ESTRUCTURAS
servicio suministro energia electrica,TP,ESTRUCTURAS
alquiler grupo electrogeno para obra,TP,ESTRUCTURAS
limpieza durante ejecucion del casco obra,TP,ESTRUCTURAS
eliminacion desmonte durante proceso obra,TP,ESTRUCTURAS
servicio ensayo probetas concreto,TP,ESTRUCTURAS
limpieza final obra ( dptos),TP,ESTRUCTURAS
sistema con dos camaras vigilancia,TP,ESTRUCTURAS
alquiler armado andamio para tarrajeo fachada,TP,ESTRUCTURAS
alquiler andamios para trabajos en interiores,TP,ESTRUCTURAS
transporte vertical con torre grua,TP,ESTRUCTURAS
elevador plataforma,TP,ESTRUCTURAS
zapata para torre grua,TP,ESTRUCTURAS
riggers para izajes con grua torre ( riggers),TP,ESTRUCTURAS
personal seguridad pdr monitores,SEG,ESTRUCTURAS
equipos proteccion individual (hombre-mes),SEG,ESTRUCTURAS
equipos proteccion colectiva (incluye malla anticaidas),SEG,ESTRUCTURAS
monitoreo ambiental,SEG,ESTRUCTURAS
senaleros vigias transito ( personas),SEG,ESTRUCTURAS
concreto premezclado f'c=kg/cm placas,CA,ESTRUCTURAS
"acero refuerzo f'=, kg/cm",CA,ESTRUCTURAS
concreto premezclado f'c=kg/cm columnas,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm - vigas,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm - cortes techo,CA,ESTRUCTURAS
"acero refuerzo f'=, kg/cm_para prelosa",CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm - losa maciza,CA,ESTRUCTURAS
suministro prelosa - losa macisa cm - torre,CA,ESTRUCTURAS
apuntalamiento - prelosa,CA,ESTRUCTURAS
instalacion prelosa,CA,ESTRUCTURAS
limpieza prelosa,CA,ESTRUCTURAS
sellado prelosa (torre),CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm - losa aligerada cm,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm - jardineras bancas,CA,ESTRUCTURAS
encofrado desencofrado - jardineras bancas,CA,ESTRUCTURAS
relleno en losas,CA,ESTRUCTURAS
suministro prelosa - segun requerimiento proveedor,CA,ESTRUCTURAS
escarificado limpieza en losas vigas,CA,ESTRUCTURAS
aplicacion puente adherencia,CA,ESTRUCTURAS
muro ladrillo silico a=,ALB,ARQUITECTURA
muro ladrillo silico a= cortafuego,ALB,ARQUITECTURA
dintel puertas drywall,ALB,ARQUITECTURA
dintel puertas drywall rf,ALB,ARQUITECTURA
viga drywall,ALB,ARQUITECTURA
dinteles puerta,ALB,ARQUITECTURA
tapa drywall (area equipos - techo),ALB,ARQUITECTURA
limpieza ductos,REVO,ARQUITECTURA
solaqueo en placa torres,REVO,ARQUITECTURA
tarrajeo exterior torres (vista interna externa),REVO,ARQUITECTURA
solaqueo exterior cal cemento color uniforme torres (muros ciegos),REVO,ARQUITECTURA
solaqueo vigas sotano torres,REVO,ARQUITECTURA
piso impermeabilizado en jardin - piso,PP,ARQUITECTURA
piso cemento impermeabilizado para jardin seco ( no incluye canto rodado),PP,ARQUITECTURA
nivelacion piso con alisadora,PP,ARQUITECTURA
contrapiso para azotea semisotano,PP,ARQUITECTURA
piso zona medidores cemento pulido,PP,ARQUITECTURA
piso semipulido impermeabilizado area bicicletas pintado esmalte,PP,ARQUITECTURA
"piso cemento pulido para patio hacia fase - (impermeabilisado con brunas @ , o m ancho)(semisotano en corredor exterior cine karaoke)",PP,ARQUITECTURA
piso franja mosaico empastado velero xcm (rossello) para patio hacia fase (alternativa a mosaico goya negro),PP,ARQUITECTURA
piso para lounge porcelanato viena marron claro xcm,PP,ARQUITECTURA
piso para zona parrilla,PP,ARQUITECTURA
piso corredor evacuacion ceramico huarango color beige xm,PP,ARQUITECTURA
piso lounge microcemento en acabado satinado color negro,PP,ARQUITECTURA
"piso semipulido impermeabilizado(semisotano (ingreso a medidores, patio ingreso, ingreso a subestacion patio ingreso a lobby)sotano ( cuarto bombeo drenaje desague), azotea ( acceso a zona equipo)",PP,ARQUITECTURA
"laminado / mm / x / codigo: eiche elegance , home v mayo (sala comedor)",PP,ARQUITECTURA
"laminado / mm / x / codigo: eiche elegance , home v mayo (dormitorio)",PP,ARQUITECTURA
porcelanato grespania bilbao gris xcm (alternativa porcelanato treviso bianco xcm) - bano principal,PP,ARQUITECTURA
porcelanato ebano nuez - marca:castel m x m (rivelsa) (bano principal-ducha),PP,ARQUITECTURA
porcelanato grespania bilbao cemento xcm (alternativa porcelanato cement stone marco polo xcm) - bano secundario,PP,ARQUITECTURA
porcelanato grespania calacata blanco mate xcm (alternativa porcelanato quarrazzo ice snow florina cmxcm) - bano secundario ducha,PP,ARQUITECTURA
gres boston plata xcm (alternativa a semigres xcm living gris san lorenzo) - cocina,PP,ARQUITECTURA
porcelanato / x / cassinelli unicolor gris pulido (closet lavanderia),PP,ARQUITECTURA
ceramico / x / cemento gris celima patio,PP,ARQUITECTURA
ceramico / x / cemento gris celima balcon,PP,ARQUITECTURA
revestimiento ladrillo refractario en parrillas,ZC,ARQUITECTURA
zocalo ladrillo caravista,ZC,ARQUITECTURA
porcelanato ebano nuez - marca:castel m x m (sshh principal),ZC,ARQUITECTURA
ceramico blancos & colores ecoceramic blanco mate xcm (alternativa ceramico castel polar blanco mate xcm) sshh principal,ZC,ARQUITECTURA
porcelanato grespania calacata blanco mate xcm (alternativa porcelanato quarrazzo ice snow florina cmxcm) - sshh secundario,ZC,ARQUITECTURA
zocalo ceramico esmaltado jacquard ivory mate xcm (decorcenter) - cocina,ZC,ARQUITECTURA
porcelanato grespania calacata blanco mate xcm (alternativa porcelanato castel statuario xcm) - cocina,ZC,ARQUITECTURA
zocalo ceramico america blanco h=m - lavanderias,ZC,ARQUITECTURA
contrazocalo pasadizo general hall ascensores porcelanato color negro h=cm,ZC,ARQUITECTURA
contrazocalo patio central cemento pulido h=cm,ZC,ARQUITECTURA
contrazocalo azotea porcelanato esmaltado pietra gris h=cm,ZC,ARQUITECTURA
contrazocalo sala lounge porcelanato color marron x h=cm,ZC,ARQUITECTURA
mdf / h: cm /color eiche elegance home (sala comedor),ZC,ARQUITECTURA
ceramico / h: cm / cemento gris celima (balcon terraza),ZC,ARQUITECTURA
contrazocalo ceramico blancos & colores ecoceramic blanco mate xcm (alternativa ceramico castel polar blanco mate xcm),ZC,ARQUITECTURA
contrazocalo gres boston plata xcm (alternativa a semigres xcm living gris san lorenzo) - cocina,ZC,ARQUITECTURA
ceramico / h: m pulido gris celima detras lavadero (lavanderia),ZC,ARQUITECTURA
contrazocalo closet con rodon,ZC,ARQUITECTURA
contrazocalo cemento gris celima patio departamentos,ZC,ARQUITECTURA
contrazocalo closet con rodon (ventanas dorm),ZC,ARQUITECTURA
"puertas p- hdf mm enchapada en cedro, ruteada, relleno madera acabado laca - ingreso a departamentos ( x )",PUER,ARQUITECTURA
"puertas p - hdf mm liso, relleno madera acabado duco blanco estandar-ingreso a dormitorios (x)",PUER,ARQUITECTURA
"puertas p-hdf mm liso, relleno madera acabado duco blanco estandar - ingreso a bano ( x )",PUER,ARQUITECTURA
closet lavanderia ( x ) doble hoja,CLO,ARQUITECTURA
pm ( x) puerta contraplacada relleno madera acabado duco blanco estandar,PUER,ARQUITECTURA
"f cocina ( , , - , - )",MCO,ARQUITECTURA
"f cocina ( , , )",MCO,ARQUITECTURA
"f cocina ( , , -, , -)",MCO,ARQUITECTURA
"f cocina (-, -)",MCO,ARQUITECTURA
mueble para bano principal (mueble melamine mm/ melamina concreto metropolitan m - masisa / en volado con puertas / modulo: cm x cm sin division interna ),MBA,ARQUITECTURA
mueble para bano principal (mueble melamine mm/ interior melamine blanca / melamina nogal ceniza m - masisa / en volado con puertas / modulo: cm x cm sin division interna ),MBA,ARQUITECTURA
mueble para bano secundario(mueble melamine mm / melamina maple m - masisa/ en volado con puertas / modulo: cm x cm sin division interna ),MBA,ARQUITECTURA
mueble para bano visita(mueble melamine mm / melamina maple m - masisa / modulo: cm x cm altura cm tipo faldon sin division interna ),MBA,ARQUITECTURA
"closet melamine mm / interior color blanco , exterior en puertas melamine exterior color nogal ceniza m/ sistema [batiente] / [solo tubo colgador apoyado en divisiones internas, doble soporte tubo para asegurar rigidez maletera / un modulo cajones / tiradores perilla acero inox] / lateral expuesto en melamine color",CLO,ARQUITECTURA
"wcl- closet melamine mm / interior color blanco , exterior en puertas melamine exterior color nogal ceniza m/ sistema [batiente] / [solo tubo colgador apoyado en divisiones internas, doble soporte tubo para asegurar rigidez maletera / un modulo cajones / tiradores perilla acero inox] / lateral expuesto en melamine color",CLO,ARQUITECTURA
sol sombra ( x ) en azotea,VCM,ARQUITECTURA
baranda h= techo,CMT,ARQUITECTURA
"pasamano tubo acero inoxidable grado "" e=mm - ingreso a escalera evacuacion",CMT,ARQUITECTURA
escaleras metalicas gato con proteccion - subestacion (anulado por propietario),CMT,ARQUITECTURA
rejilla para montante inyeccion (xm),CMT,ARQUITECTURA
pm ( x) puerta metalica a prueba fuego - cuarto electrico,CMT,ARQUITECTURA
pe ( x ) ingreso a vestibulo previo - escalera - a prueba fuego,CMT,ARQUITECTURA
pm ( x ) ducto semisotano,CMT,ARQUITECTURA
pr - ducto electrico ( x ) a prueba fuego,CMT,ARQUITECTURA
r-lavanderia ( x ),CMT,ARQUITECTURA
"r-lavanderia ( , x )",CMT,ARQUITECTURA
pb (x) puerta metalica - estacionamiento bicicletas,CMT,ARQUITECTURA
rejilla ventilacion en subestacion (x),CMT,ARQUITECTURA
escalera metalica gato-acceso a subestacion,CMT,ARQUITECTURA
reja deposito aceite (x),CMT,ARQUITECTURA
bloque concreto desmontable,CMT,ARQUITECTURA
"soporte fierro con acabado cromado d="" - cocina tipo",CMT,ARQUITECTURA
vi ( x ) hojas fija con marco hojas corredizas sistema serie cristal primario incoloro mm parte alta cristal templado incoloro mm parte baja perfiles alumnio anodizado micras natural mate seguros laterales impacto,VMP,ARQUITECTURA
v' ( x ) hojas fija con marco hojas corredizas sistema serie cristal primario incoloro mm parte alta cristal templado incoloro mm parte baja perfiles alumnio anodizado micras natural mate seguros laterales impacto,VMP,ARQUITECTURA
v' ( x ) hoja fija con marco hojas corredizas sistema serie cristal primario incoloro mm parte alta cristal templado incoloro mm parte baja perfiles alumnio anodizado micras natural mate seguros laterales impacto,VMP,ARQUITECTURA
